FAD pyrophosphatase	FAD pyrophosphatase	(EC 3.6.1.18)
FAD4-type (trans) fatty acid desaturase	FAD4-type (trans) fatty acid desaturase	(EC 1.14.19.-)
FMN adenylyltransferase	FMN adenylyltransferase	(EC 2.7.7.2)
FMN adenylyltransferase	"FMN adenylyltransferase, type 2 eukaryotic"	(EC 2.7.7.2)
FMN hydrolase	"FMN hydrolase, high substrate specificity"	(EC 3.1.3.-)
Farnesyl-diphosphate synthase	Farnesyl-diphosphate synthase	(EC 2.5.1.10)
Fatty acid in-chain hydroxylase (no EC)	Fatty acid in-chain hydroxylase (no EC)	
Fatty acid omega-hydroxylase	Fatty acid omega-hydroxylase	(EC 1.14.13.-)
Fatty acid peroxygenase	Fatty acid peroxygenase [fatty acid hydroperoxide-dependent]	(EC 1.11.-.-)
Fatty acids epoxide hydrolase	Fatty acids epoxide hydrolase (no EC)	
Fatty aldehyde decarbonylase	Fatty aldehyde decarbonylase	(EC 4.1.99.-)
Ferredoxin--nitrite reductase	Ferredoxin--nitrite reductase	(EC 1.7.7.1)
Ferredoxin--sulfite reductase	Ferredoxin--sulfite reductase	(EC 1.8.7.1)
Ferredoxin-NADP(+) reductase	Ferredoxin-NADP(+) reductase	(EC 1.18.1.2)
Ferredoxin-dependent glutamate synthase	Ferredoxin-dependent glutamate synthase	(EC 1.4.7.1)
"Ferrochelatase, protoheme ferro-lyase"	"Ferrochelatase, protoheme ferro-lyase"	(EC 4.99.1.1)
Ferulate-5-hydroxylase	Ferulate-5-hydroxylase	(EC 1.14.13.-)
Flavanone-3-hydroxylase	Flavanone-3-hydroxylase	(EC 1.14.13.21)
Flavin-containing glucosinolate S-oxygenase	Flavin-containing glucosinolate S-oxygenase (no EC)	
Flavonoid 3'-hydroxylase	Flavonoid 3'-hydroxylase	(EC 1.14.13.21)
Flavonoid 3'-monooxygenase	Flavonoid 3'-monooxygenase	(EC 1.14.13.21)
Folylpolyglutamate synthase	Folylpolyglutamate synthase	(EC 6.3.2.17)
Formate dehydrogenase	Formate dehydrogenase	(EC 1.2.1.2)
Formate--tetrahydrofolate ligase	Formate--tetrahydrofolate ligase	(EC 6.3.4.3)
"Free fatty acids epoxidase [oleate, linoleate, linolenate]"	"Free fatty acids epoxidase [oleate, linoleate, linolenate] (no EC)"	
Fructokinase	Fructokinase	(EC 2.7.1.4)
"Fructose-1,6-bisphosphatase"	"Fructose-1,6-bisphosphatase, type I"	(EC 3.1.3.11)
Fructose-bisphosphate aldolase	Fructose-bisphosphate aldolase class I	(EC 4.1.2.13)
Fucose-1-phosphate guanylyltransferase	Fucose-1-phosphate guanylyltransferase	(EC 2.7.7.30)
Fumarate hydratase	Fumarate hydratase class II	(EC 4.2.1.2)
GDP-L-fucose synthetase	GDP-L-fucose synthetase	(EC 1.1.1.271)
"GDP-mannose 3,5-epimerase"	"GDP-mannose 3,5-epimerase"	(EC 5.1.3.18)
"GDP-mannose 4,6-dehydratase"	"GDP-mannose 4,6-dehydratase"	(EC 4.2.1.47)
GMP synthase [glutamine-hydrolyzing]	GMP synthase [glutamine-hydrolyzing]	(EC 6.3.5.2)
GTP cyclohydrolase	GTP cyclohydrolase I	(EC 3.5.4.16) type 1
GTP cyclohydrolase	GTP cyclohydrolase II	(EC 3.5.4.25)
Galactokinase	Galactokinase	(EC 2.7.1.6)
Galactolipid galactosyltransferase	Galactolipid galactosyltransferase	(EC 2.4.1.184)
Galactose-1-phosphate uridylyltransferase	Galactose-1-phosphate uridylyltransferase	(EC 2.7.7.10)
Galactoside 2-alpha-L-fucosyltransferase	Galactoside 2-alpha-L-fucosyltransferase	(EC 2.4.1.69)
Galacturonokinase	Galacturonokinase	(EC 2.7.1.44)
Gamma-glutamyl peptidase in glucosinolates biosynthesis	Gamma-glutamyl peptidase in glucosinolates biosynthesis	
Gamma-glutamyl phosphate reductase	Gamma-glutamyl phosphate reductase	(EC 1.2.1.41)
Geranyl-diphosphate synthase	Geranyl-diphosphate synthase	(EC 2.5.1.1)
Geranylgeranyl diphosphate reductase	Geranylgeranyl diphosphate reductase	(EC 1.3.1.83)
Geranylgeranyl pyrophosphate synthetase	Geranylgeranyl pyrophosphate synthetase	(EC 2.5.1.29)
Geranyllinalool synthase	Geranyllinalool synthase	(EC 4.2.3.144)
Glucokinase	Glucokinase	(EC 2.7.1.2)
Gluconokinase	Gluconokinase	(EC 2.7.1.12)
Glucose-1-phosphate adenylyltransferase	Glucose-1-phosphate adenylyltransferase	(EC 2.7.7.27)
Glucose-1-phosphate guanylyltransferase	Glucose-1-phosphate guanylyltransferase	(EC 2.7.7.34)
Glucose-6-phosphate 1-dehydrogenase	Glucose-6-phosphate 1-dehydrogenase	(EC 1.1.1.49)
Glucose-6-phosphate isomerase	Glucose-6-phosphate isomerase	(EC 5.3.1.9)
Glucosylceramide synthase	Glucosylceramide synthase	
Glucuronokinase	Glucuronokinase	(EC 2.7.1.43)
Glutamate 5-kinase	Glutamate 5-kinase	(EC 2.7.2.11)
Glutamate N-acetyltransferase	Glutamate N-acetyltransferase	(EC 2.3.1.35)
Glutamate synthase [NADH]	Glutamate synthase [NADH]	(EC 1.4.1.14)
Glutamate--prephenate aminotransferase	Glutamate--prephenate aminotransferase	(EC 2.6.1.79)
Glutamate-1-semialdehyde aminotransferase	Glutamate-1-semialdehyde aminotransferase	(EC 5.4.3.8)
Glutamate-glyoxylate aminotransferase	Glutamate-glyoxylate aminotransferase	(EC 2.6.1.4)
Glutaminase	Glutaminase	(EC 3.5.1.2)
NAD synthetase	Glutamine amidotransferase chain of NAD synthetase	
Glutamine synthetase	"Glutamine synthetase type II, eukaryotic"	(EC 6.3.1.2)
Glutamyl-tRNA reductase	Glutamyl-tRNA reductase	(EC 1.2.1.70)
Glutamyl-tRNA synthetase	Glutamyl-tRNA synthetase	(EC 6.1.1.17)
"Glutathione S-transferase in Trp, Phe, Tyr-derived glucosinolates biosynthesis, predicted"	"Glutathione S-transferase in Trp, Phe, Tyr-derived glucosinolates biosynthesis, predicted"	
"Glutathione S-transferase in glucosinolates biosynthesis, predicted"	"Glutathione S-transferase in glucosinolates biosynthesis, predicted"	
Glutathione reductase	Glutathione reductase	(EC 1.8.1.7)
Glycerol-3-phosphate 2-O-acyltransferase	Glycerol-3-phosphate 2-O-acyltransferase	(EC 2.3.1.198)
Glycerol-3-phosphate acyltransferase	Glycerol-3-phosphate acyltransferase	(EC 2.3.1.15)
Glycerol-3-phosphate dehydrogenase	Glycerol-3-phosphate dehydrogenase	(EC 1.1.5.3)
Glycerol-3-phosphate dehydrogenase [NAD+]	Glycerol-3-phosphate dehydrogenase [NAD+]	(EC 1.1.1.8)
Glycine cleavage system	Glycine cleavage system H protein	
Glycine cleavage system	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein)	(EC 1.4.4.2)
Glycolaldehyde dehydrogenase	Glycolaldehyde dehydrogenase	(EC 1.2.1.21)
Glycolate oxidase	Glycolate oxidase	(EC 1.1.3.15)
Guanine phosphoribosyltransferase	Guanine phosphoribosyltransferase	(EC 2.4.2.8)
Guanylate kinase	Guanylate kinase	(EC 2.7.4.8)
"Heme O synthase, protoheme IX farnesyltransferase"	"Heme O synthase, protoheme IX farnesyltransferase"	(EC 2.5.1.-) COX10-CtaB
Hexokinase	Hexokinase	(EC 2.7.1.1)
Histidinol dehydrogenase	Histidinol dehydrogenase	(EC 1.1.1.23)
Histidinol-phosphatase	Histidinol-phosphatase [alternative form]	(EC 3.1.3.15)
Histidinol-phosphate aminotransferase	Histidinol-phosphate aminotransferase	(EC 2.6.1.9)
"Homo, di, tri, tetra, penta & hexahomomethionine N-hydroxylase"	"Homo, di, tri, tetra, penta & hexahomomethionine N-hydroxylase"	(EC 1.14.13.n5)
"Homo, di, tri, tetra, penta and hexahomomethionine N-hydroxylase"	"Homo, di, tri, tetra, penta and hexahomomethionine N-hydroxylase"	(EC 1.14.13.n5)
Homocysteine S-methyltransferase	Homocysteine S-methyltransferase	(EC 2.1.1.10)
Homogalacturonan methyltransferase	Homogalacturonan methyltransferase	(EC 2.1.1.-)
Homogentisate phytyltransferase	Homogentisate phytyltransferase	(EC 2.5.1.n8)
Homogentisate solanesyltransferase	Homogentisate solanesyltransferase	(EC 2.5.-)
Homoserine dehydrogenase	Homoserine dehydrogenase	(EC 1.1.1.3)
Homoserine kinase	Homoserine kinase	(EC 2.7.1.39)
Hydroxyethylthiazole kinase	Hydroxyethylthiazole kinase	(EC 2.7.1.50)
Hydroxymethylglutaryl-CoA reductase	Hydroxymethylglutaryl-CoA reductase	(EC 1.1.1.34)
Hydroxymethylglutaryl-CoA synthase	Hydroxymethylglutaryl-CoA synthase	(EC 2.3.3.10)
Hydroxymethylpyrimidine kinase	Hydroxymethylpyrimidine kinase	(EC 2.7.1.49)
Hydroxymethylpyrimidine phosphate kinase	Hydroxymethylpyrimidine phosphate kinase ThiD	(EC 2.7.4.7)
Hydroxymethylpyrimidine phosphate synthase	Hydroxymethylpyrimidine phosphate synthase ThiC	(EC 4.1.99.17)
Hypothetical reaction	Hypothetical reaction	
IMP cyclohydrolase	IMP cyclohydrolase	(EC 3.5.4.10)
Imidazole glycerol phosphate synthase	Imidazole glycerol phosphate synthase amidotransferase subunit	(EC 2.4.2.-)
Imidazole glycerol phosphate synthase	Imidazole glycerol phosphate synthase cyclase subunit	(EC 4.1.3.-)
Imidazoleglycerol-phosphate dehydratase	Imidazoleglycerol-phosphate dehydratase	(EC 4.2.1.19)
Indole glucosinolate glucohydrolase	Indole glucosinolate glucohydrolase (myrosinase)	
Indole glucosinolate methyltransferase	Indole glucosinolate methyltransferase	
Indole synthase	Indole synthase	(EC 4.1.2.8)
Indole-3-glycerol phosphate synthase	Indole-3-glycerol phosphate synthase	(EC 4.1.1.48)
Inorganic pyrophosphatase	Inorganic pyrophosphatase	(EC 3.6.1.1)
Inosine-5'-monophosphate dehydrogenase	Inosine-5'-monophosphate dehydrogenase	(EC 1.1.1.205)
Inositol oxygenase	Inositol oxygenase	(EC 1.13.99.1)
Inositol-1-monophosphatase	Inositol-1-monophosphatase	(EC 3.1.3.25)
Inositol-1-phosphate synthase	Inositol-1-phosphate synthase	(EC 5.5.1.4)
Inositol-phosphorylceramide synthase	Inositol-phosphorylceramide synthase	(EC 2.7.8.-)
Isochorismate synthase	Isochorismate synthase	(EC 5.4.4.2)
Isocitrate dehydrogenase [NADP]	Isocitrate dehydrogenase [NADP]	(EC 1.1.1.42)
Isocitrate dehydrogenase [NAD]	Isocitrate dehydrogenase [NAD] catalytic subunit	(EC 1.1.1.41)
Isocitrate dehydrogenase [NAD]	Isocitrate dehydrogenase [NAD] regulatory subunit	(EC 1.1.1.41)
Isocitrate lyase	Isocitrate lyase	"(EC 4.1.3.1), group II (plants and fungi)"
Isopentenyl-diphosphate delta-isomerase	Isopentenyl-diphosphate delta-isomerase	(EC 5.3.3.2)
Ketol-acid reductoisomerase	Ketol-acid reductoisomerase	(EC 1.1.1.86)
"L,L-diaminopimelate aminotransferase"	"L,L-diaminopimelate aminotransferase"	(EC 2.6.1.83)
L-3-cyanoalanine synthase	L-3-cyanoalanine synthase	(EC 4.4.1.9)
L-Serine decarboxylase	L-Serine decarboxylase	(EC 4.1.1.-)
L-alanine:glyoxylate aminotransferase	L-alanine:glyoxylate aminotransferase	(EC 2.6.1.44)
L-arabinokinase	L-arabinokinase	(EC 2.7.1.46)
L-aspartate oxidase	L-aspartate oxidase	(EC 1.4.3.16)
L-fucose kinase	L-fucose kinase	(EC 2.7.1.52)
L-lactate dehydrogenase	L-lactate dehydrogenase	(EC 1.1.1.27)
Lauric acid in-chain hydroxylase	Lauric acid in-chain hydroxylase (no EC)	
Lauryl-[acyl-carrier protein] hydrolase	Lauryl-[acyl-carrier protein] hydrolase	(EC 3.1.2.21)
Light-dependent protochlorophyllide reductase	Light-dependent protochlorophyllide reductase	(EC 1.3.1.33)
Linoleoyl-CoA desaturase	Linoleoyl-CoA desaturase	(EC 1.14.19.3)
Lipid IVA 3-deoxy-D-manno-octulosonic acid transferase	Lipid IVA 3-deoxy-D-manno-octulosonic acid transferase	(EC 2.4.99.12)
Lipid IVA 3-deoxy-D-manno-octulosonic acid transferase	Lipid IVA 3-deoxy-D-manno-octulosonic acid transferase	(EC 2.4.99.13)
Lipid-A-disaccharide synthase	Lipid-A-disaccharide synthase	(EC 2.4.1.182)
Long chain fatty acyl-CoA reductase [alcohol-forming]	Long chain fatty acyl-CoA reductase [alcohol-forming]	(EC 1.2.1.n2)
Long chain fatty acyl-CoA reductase [aldehyde-forming]	Long chain fatty acyl-CoA reductase [aldehyde-forming]	(EC 1.2.1.50)
Long-chain fatty acid omega-alcohol dehydrogenase	Long-chain fatty acid omega-alcohol dehydrogenase	(EC 1.1.1.-)
Long-chain fatty acid omega-aldehyde dehydrogenase	Long-chain fatty acid omega-aldehyde dehydrogenase	(EC 1.2.1.-)
Long-chain fatty acid omega-hydroxylase	Long-chain fatty acid omega-hydroxylase	(EC 1.14.13.-)
Long-chain fatty acid omega-hydroxylase of sporopollenin biosynthesis	Long-chain fatty acid omega-hydroxylase of sporopollenin biosynthesis	(EC 1.14.13.-)
Long-chain-alcohol O-fatty-acyltransferase	Long-chain-alcohol O-fatty-acyltransferase	(EC 2.3.1.75)
Long-chain-fatty-acid--CoA ligase	Long-chain-fatty-acid--CoA ligase	(EC 6.2.1.3)
Low-specificity L-threonine aldolase	Low-specificity L-threonine aldolase	(EC 4.1.2.48)
Low-specificity L-threonine aldolase	Low-specificity L-threonine aldolase	(EC 4.1.2.5)
Malate dehydrogenase	Malate dehydrogenase	(EC 1.1.1.37)
Malate dehydrogenase (NADP+)	Malate dehydrogenase (NADP+)	(EC 1.1.1.82)
Malate synthase	Malate synthase	(EC 2.3.3.9)
Malonate--CoA ligase	Malonate--CoA ligase	(EC 6.2.1.n3)
Malonyl CoA-acyl carrier protein transacylase	Malonyl CoA-acyl carrier protein transacylase	(EC 2.3.1.39)
Malonyl-[acyl-carrier-protein] ligase	Malonyl-[acyl-carrier-protein] ligase	(EC 6.2.1.-)
Mannitol dehydrogenase	Mannitol dehydrogenase	(EC 1.1.1.255)
Mannose-1-phosphate guanylyltransferase	Mannose-1-phosphate guanylyltransferase	(EC 2.7.7.13 )
Mannose-6-phosphate isomerase	Mannose-6-phosphate isomerase	(EC 5.3.1.8)
Methenyltetrahydrofolate cyclohydrolase	Methenyltetrahydrofolate cyclohydrolase	(EC 3.5.4.9)
Methionine S-methyltransferase	Methionine S-methyltransferase	(EC 2.1.1.12)
Methionine gamma-lyase	Methionine gamma-lyase	(EC 4.4.1.11)
Methionine--glyoxylate aminotransferase	Methionine--glyoxylate aminotransferase	(EC 2.6.1.73)
Methionine--oxo-acid aminotransferase	Methionine--oxo-acid aminotransferase	(EC 2.6.1.88)
Methylenetetrahydrofolate dehydrogenase (NADP+)	Methylenetetrahydrofolate dehydrogenase (NADP+)	(EC 1.5.1.5)
Methylthioalkylmalate dehydrogenase	Methylthioalkylmalate dehydrogenase	(EC 1.1.1.-)
Methylthioalkylmalate isomerase	Methylthioalkylmalate isomerase large subunit	(EC 5.4.4.-)
Methylthioalkylmalate isomerase	Methylthioalkylmalate isomerase small subunit	(EC 5.4.4.-)
Methylthioalkylmalate synthase	Methylthioalkylmalate synthase	(EC 2.3.3.-)
Methylthioribose-1-phosphate isomerase	Methylthioribose-1-phosphate isomerase	(EC 5.3.1.23)
Methylthioribulose-1-phosphate dehydratase	Methylthioribulose-1-phosphate dehydratase	(EC 4.2.1.109)
Mevalonate kinase	Mevalonate kinase	(EC 2.7.1.36)
Mg protoporphyrin IX monomethyl ester oxidative cyclase	Mg protoporphyrin IX monomethyl ester oxidative cyclase (aerobic)	(EC 1.14.13.81)
Mg-protoporphyrin O-methyltransferase	Mg-protoporphyrin O-methyltransferase	(EC 2.1.1.11)
Mid-chain alkane hydroxylase	"Mid-chain alkane hydroxylase, alcohol- and ketone- forming (no EC)"	
Mitochondrial pyruvate carrier	Mitochondrial pyruvate carrier (TC 2.A.105)	
Monogalactosyldiacylglycerol synthase	Monogalactosyldiacylglycerol synthase	(EC 2.4.1.46)
Monooxygenase	Monooxygenase	
"Monooxygenase, catalyses 4-hydroxylation of indolyl-3-methyl glucosinolate (I3M) to 4OH-I3M"	"Monooxygenase, catalyses 4-hydroxylation of indolyl-3-methyl glucosinolate (I3M) to 4OH-I3M"	
N-acetyl-gamma-glutamyl-phosphate reductase	N-acetyl-gamma-glutamyl-phosphate reductase	(EC 1.2.1.38)
N-acetylglutamate synthase	N-acetylglutamate synthase	(EC 2.3.1.1)
N-dimethylethanolamine-phosphate cytidylyltransferase	N-dimethylethanolamine-phosphate cytidylyltransferase	(EC 2.7.7.-)
"N-hydroxythioamide S-beta-glucosyltransferase in Trp, Phe, Tyr-derived glucosinolates biosynthesis"	N-hydroxythioamide S-beta-glucosyltransferase	"(EC 2.4.1.195) in Trp, Phe, Tyr-derived glucosinolates biosynthesis"
N-hydroxythioamide S-beta-glucosyltransferase in aliphatic glucosinolates biosynthesis	N-hydroxythioamide S-beta-glucosyltransferase	(EC 2.4.1.195) in aliphatic glucosinolates biosynthesis
N-methylphosphoethanolamine cytidylyltransferase	N-methylphosphoethanolamine cytidylyltransferase	(EC 2.7.7.57)
NAD kinase	NAD kinase	(EC 2.7.1.23)
NAD synthetase	NAD synthetase	(EC 6.3.1.5)
NAD(P)H-hydrate epimerase	NAD(P)H-hydrate epimerase	(EC 5.1.99.6)
NAD-dependent glyceraldehyde-3-phosphate dehydrogenase	NAD-dependent glyceraldehyde-3-phosphate dehydrogenase	(EC 1.2.1.12)
NAD-dependent malic enzyme	NAD-dependent malic enzyme	(EC 1.1.1.38)
NADH dehydrogenase [ubiquinone]	NADH dehydrogenase [ubiquinone]	"(EC 1.6.5.3) mitochondrial-encoded chain 1, ND1"
NADH dehydrogenase [ubiquinone]	NADH dehydrogenase [ubiquinone]	"(EC 1.6.5.3) mitochondrial-encoded chain 2, ND2"
NADH dehydrogenase [ubiquinone]	NADH dehydrogenase [ubiquinone]	"(EC 1.6.5.3) mitochondrial-encoded chain 3, ND3"
NADH dehydrogenase [ubiquinone]	NADH dehydrogenase [ubiquinone]	"(EC 1.6.5.3) mitochondrial-encoded chain 4, ND4"
NADH dehydrogenase [ubiquinone]	NADH dehydrogenase [ubiquinone]	"(EC 1.6.5.3) mitochondrial-encoded chain 4L, ND4L"
NADH dehydrogenase [ubiquinone]	NADH dehydrogenase [ubiquinone]	"(EC 1.6.5.3) mitochondrial-encoded chain 5, ND5"
NADH dehydrogenase [ubiquinone]	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1	
NADH dehydrogenase [ubiquinone]	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12	
NADH dehydrogenase [ubiquinone]	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	
NADH dehydrogenase [ubiquinone]	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2	
NADH dehydrogenase [ubiquinone]	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	
NADH dehydrogenase [ubiquinone]	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6	
NADH dehydrogenase [ubiquinone]	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	
NADH dehydrogenase [ubiquinone]	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9	
NADH dehydrogenase [ubiquinone]	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10	
NADH dehydrogenase [ubiquinone]	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2	
NADH dehydrogenase [ubiquinone]	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	
NADH dehydrogenase [ubiquinone]	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	
NADH dehydrogenase [ubiquinone]	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8	
NADH dehydrogenase [ubiquinone]	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9	
NADH dehydrogenase [ubiquinone]	NADH dehydrogenase [ubiquinone] flavoprotein 1	(EC 1.6.5.3)
NADH dehydrogenase [ubiquinone]	NADH dehydrogenase [ubiquinone] flavoprotein 2	(EC 1.6.5.3)
NADH dehydrogenase [ubiquinone]	NADH dehydrogenase [ubiquinone] iron-sulfur protein 1	(EC 1.6.5.3)
NADH dehydrogenase [ubiquinone]	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2	(EC 1.6.5.3)
NADH dehydrogenase [ubiquinone]	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3	(EC 1.6.5.3)
NADH dehydrogenase [ubiquinone]	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4	
NADH dehydrogenase [ubiquinone]	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5	
NADH dehydrogenase [ubiquinone]	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6	
NADH dehydrogenase [ubiquinone]	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7	(EC 1.6.5.3)
NADH dehydrogenase [ubiquinone]	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8	(EC 1.6.5.3)
NADH dehydrogenase [ubiquinone]	NADH dehydrogenase [ubiquinone] flavoprotein 1	(EC 1.6.5.3)
NADH dehydrogenase [ubiquinone]	NADH dehydrogenase [ubiquinone] flavoprotein 2	(EC 1.6.5.3)
NADH dehydrogenase [ubiquinone]	NADH dehydrogenase [ubiquinone] iron-sulfur protein 1	(EC 1.6.99.3)
NADH dehydrogenase [ubiquinone]	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2	(EC 1.6.99.3)
NADH dehydrogenase [ubiquinone]	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3	(EC 1.6.99.3)
NADH dehydrogenase [ubiquinone]	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4	
NADH dehydrogenase [ubiquinone]	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5	
NADH dehydrogenase [ubiquinone]	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6	
NADH dehydrogenase [ubiquinone]	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7	(EC 1.6.99.3)
NADH dehydrogenase [ubiquinone]	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8	(EC 1.6.99.3)
NADH kinase	NADH kinase	(EC 2.7.1.86)
NADH pyrophosphatase	NADH pyrophosphatase	(EC 3.6.1.22)
NADH-dependent hydroxypyruvate reductase	NADH-dependent hydroxypyruvate reductase	(EC 1.1.1.29)
NADP phosphatase	NADP phosphatase	(EC 3.1.3.-)
NADP-dependent malic enzyme	NADP-dependent malic enzyme	(EC 1.1.1.40)
NADP-specific glutamate dehydrogenase	NADP-specific glutamate dehydrogenase	(EC 1.4.1.4)
NADPH-dependent glyceraldehyde-3-phosphate dehydrogenase	NADPH-dependent glyceraldehyde-3-phosphate dehydrogenase	(EC 1.2.1.13)
NMN nucleosidase	NMN nucleosidase	(EC 3.2.2.14)
NMN phosphatase	NMN phosphatase	(EC 3.1.3.5)
"NUDIX hydrolase, NAD diphosphatase"	"NUDIX hydrolase, NAD diphosphatase"	(EC 3.6.1.22)
Naphthoate synthase	Naphthoate synthase	(EC 4.1.3.36)
Nicotinamidase	Nicotinamidase	"(EC 3.5.1.19) of PncA family, nonfunctional"
Nicotinamidase	Nicotinamidase	"(EC 3.5.1.19), plant/cyanobacterial family"
Nicotinamide-nucleotide adenylyltransferase	Nicotinamide-nucleotide adenylyltransferase	"(EC 2.7.7.1), eukaryotic PNAT family"
Nicotinate N-methyltransferase	Nicotinate N-methyltransferase	(EC 2.1.1.7)
Nicotinate phosphoribosyltransferase	Nicotinate phosphoribosyltransferase	(EC 2.4.2.11)
Nicotinate-nucleotide adenylyltransferase	Nicotinate-nucleotide adenylyltransferase	"(EC 2.7.7.18), eukaryotic PNAT family"
Nitrate reductase [NADH]	Nitrate reductase [NADH]	(EC 1.7.1.1)
Non-phosphorylating glyceraldehyde-3-phosphate dehydrogenase (NADP)	Non-phosphorylating glyceraldehyde-3-phosphate dehydrogenase (NADP)	(EC 1.2.1.9)
Nucleoside diphosphate kinase	Nucleoside diphosphate kinase	(EC 2.7.4.6)
O-succinylbenzoate synthase	O-succinylbenzoate synthase	(EC 4.2.1.113)
O-succinylbenzoic acid--CoA ligase	O-succinylbenzoic acid--CoA ligase	(EC 6.2.1.26)
Oleoyl-[acyl carrier protein] thioesterase	Oleoyl-[acyl carrier protein] thioesterase	(EC 3.1.2.14)
Oleoyl-[acyl carrier protein] thioesterase of FASI	Oleoyl-[acyl carrier protein] thioesterase of FASI	(EC 3.1.2.14)
Omega-3 fatty acid desaturase	Omega-3 fatty acid desaturase	(EC 1.14.19.-)
Omega-3 linoleate desaturase	Omega-3 linoleate desaturase	(EC 1.14.19.-)
Omega-6 fatty acid desaturase	Omega-6 fatty acid desaturase	(EC 1.14.19.-)
Omega-6 oleate desaturase	Omega-6 oleate desaturase	(EC 1.14.19.-)
Ornithine aminotransferase	Ornithine aminotransferase	(EC 2.6.1.13)
Ornithine carbamoyltransferase	Ornithine carbamoyltransferase	(EC 2.1.3.3)
Orotate phosphoribosyltransferase	Orotate phosphoribosyltransferase	(EC 2.4.2.10)
Orotidine 5'-phosphate decarboxylase	Orotidine 5'-phosphate decarboxylase	(EC 4.1.1.23)
"Oxime metabolizining monooxygenase in Trp, Phe, Tyr-derived glucosinolates biosynthesis"	"Oxime metabolizining monooxygenase in Trp, Phe, Tyr-derived glucosinolates biosynthesis"	
Oxime metabolizining monooxygenase in aliphatic glucosinolates biosynthesis	Oxime metabolizining monooxygenase in aliphatic glucosinolates biosynthesis	
Palmitoyl-[acyl carrier protein] thioesterase	Palmitoyl-[acyl carrier protein] thioesterase	(EC 3.1.2.-)
Palmitoyl-[acyl carrier protein] thioesterase of FASI	Palmitoyl-[acyl carrier protein] thioesterase of FASI	(EC 3.1.2.-)
Palmitoyl-monogalactosyldiacylglycerol delta-7 desaturase	Palmitoyl-monogalactosyldiacylglycerol delta-7 desaturase	(EC 1.14.19.-)
Pantoate--beta-alanine ligase	Pantoate--beta-alanine ligase	(EC 6.3.2.1)
Pantothenate kinase	"Pantothenate kinase type II, eukaryotic"	(EC 2.7.1.33)
Para-aminobenzoate synthase	"Para-aminobenzoate synthase, amidotransferase component"	(EC 2.6.1.85)
Para-aminobenzoate synthase	"Para-aminobenzoate synthase, aminase component"	(EC 2.6.1.85)
Pectinesterase	Pectinesterase	(EC 3.1.1.11)
Penta and hexahomomethionine N-hydroxylase	Penta and hexahomomethionine N-hydroxylase	(EC 1.14.13.n6)
Peroxidase	Peroxidase	(EC 1.11.1.7)
Phenylalanine N-monooxygenase	Phenylalanine N-monooxygenase	(EC 1.14.13.124)
Phenylalanine ammonia-lyase	Phenylalanine ammonia-lyase	(EC 4.3.1.24)
Phophatidylinositol-4-phosphate 5-kinase	Phophatidylinositol-4-phosphate 5-kinase	(EC 2.7.1.68)
Phosphatidate cytidylyltransferase	Phosphatidate cytidylyltransferase	(EC 2.7.7.41)
Phosphatidate phosphatase	Phosphatidate phosphatase	(EC 3.1.3.4)
Phosphatidyl-N-methylethanolamine N-methyltransferase	Phosphatidyl-N-methylethanolamine N-methyltransferase	(EC 2.1.1.71)
Phosphatidylcholine:diacylglycerol cholinephosphotransferase	Phosphatidylcholine:diacylglycerol cholinephosphotransferase	(EC 2.7.8.-)
Phosphatidylglycerophosphatase	Phosphatidylglycerophosphatase A	(EC 3.1.3.27)
Phosphatidylglycerophosphatase	Phosphatidylglycerophosphatase B	(EC 3.1.3.27)
